fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
0.3130966228183603;0.6137568571283415;0.0;0.36363636363636354;0.44999999999999996;0.24390243902439024;0.2413793103448276;0.5930166442255203;0.7147066501554159;0.34328358208955234;0.1915714001574254;5
0.3578247117924117;0.8042331231336889;0.0;0.6181818181818182;0.7250000000000001;0.5853658536585366;0.5258620689655172;0.5047086548909677;0.38004864306297564;0.5223880597014926;0.2681999602203956;5
0.3578247117924117;0.6772489457967907;0.046762895713506135;0.5090909090909089;0.65;0.34146341463414637;0.41379310344827586;0.5223702527578763;0.4448211605647379;0.4776119402985075;0.2681999602203956;5
0.7380134680718491;0.1693122364491977;0.6546805399890859;0.36363636363636354;0.4374999999999999;0.3902439024390244;0.46551724137931033;0.6106782420924287;0.3368669647284671;0.3731343283582089;0.2681999602203956;6
0.3130966228183603;0.6137568571283415;0.0;0.36363636363636354;0.44999999999999996;0.24390243902439024;0.2413793103448276;0.5930166442255203;0.7147066501554159;0.34328358208955234;0.1915714001574254;5
0.3130966228183603;0.5714287980160422;0.0;0.3272727272727272;0.4374999999999999;0.2926829268292683;0.29310344827586204;0.5930166442255203;0.7147066501554159;0.34328358208955234;0.1915714001574254;5
0.36900673403592466;0.5079367093475929;0.0701443435702592;0.2545454545454545;0.3625;0.34146341463414637;0.45689655172413796;0.46938545915714086;0.48800283889924645;0.1940298507462687;0.1915714001574254;5
0.3019146005748474;0.5608467832379673;0.0;0.10909090909090904;0.3124999999999999;0.34146341463414637;0.12931034482758622;0.3104310783549542;0.5851616151518909;0.20895522388059698;0.30651424025188057;7
0.3578247117924117;0.48677267979144323;0.023381447856753067;0.39999999999999997;0.41249999999999987;0.1951219512195122;0.10344827586206896;0.5047086548909677;0.5527753564010093;0.3582089552238805;0.21072854017316786;7
0.32427864506187315;0.40211656156684444;0.4208660614215552;1.0;0.38749999999999984;0.3902439024390244;0.8275862068965517;0.5930166442255203;0.5419799368173823;0.701492537313433;0.40229994033059324;5
0.23482246711377025;0.48677267979144323;0.09352579142701227;0.3272727272727272;0.7125000000000001;0.34146341463414637;0.5086206896551724;0.42523146448986954;0.4664119997319922;0.3134328358208956;0.15325712012594012;5
0.32427864506187315;0.40211656156684444;0.4208660614215552;1.0;0.38749999999999984;0.3902439024390244;0.8275862068965517;0.5930166442255203;0.5419799368173823;0.701492537313433;0.40229994033059324;5
0.11182022243512865;0.5238097315147053;0.0;0.2545454545454545;0.6124999999999999;0.36585365853658536;0.45689655172413796;0.28393868155458163;0.7902745872408061;0.28358208955223885;0.2873571002361381;5
0.3578247117924117;0.5185187241256678;0.33903099392291947;0.2545454545454545;0.9250000000000003;0.1951219512195122;0.19827586206896552;0.5576934484916933;0.4448211605647379;1.0;0.13409998011019764;5
0.48082695647105334;0.5291007389037428;0.2104330307107776;1.0;1.0;1.0;1.0;0.6636630356931642;0.3368669647284671;0.8208955223880599;0.15325712012594012;5
0.48082695647105334;0.5291007389037428;0.22212375463915415;1.0;1.0;1.0;1.0;0.6636630356931642;0.347662384312094;0.8955223880597017;0.15325712012594012;5
0.43609886749700183;0.1693122364491977;0.6546805399890859;0.3272727272727272;0.65;0.8292682926829268;0.8362068965517241;0.513539453824422;0.48800283889924645;0.6268656716417911;0.40229994033059324;7
0.3913707785229503;0.46560865023529363;0.32734026999454297;0.29090909090909084;1.0;0.36585365853658536;0.43103448275862066;0.5047086548909677;0.28288986681033124;1.0;0.17241426014168293;5
0.3130966228183603;0.49735469456951814;0.09352579142701227;1.0;0.575;0.12195121951219512;0.19827586206896552;0.5576934484916933;0.5743661955682635;0.2537313432835821;0.11494284009445517;4
0.36900673403592466;0.2116402955614971;0.5962269203472033;0.3272727272727272;1.0;0.3902439024390244;0.43103448275862066;0.513539453824422;0.20732192972494154;1.0;0.15325712012594012;6
0.48082695647105334;0.10582014778074855;0.5611547485620736;0.3272727272727272;0.46249999999999997;0.6829268292682927;0.46551724137931033;0.5047086548909677;0.5851616151518909;0.2985074626865672;0.1915714001574254;6
