fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
0.5499999999999999;0.4691358024691358;0.5624999999999999;0.9305555555555554;0.5357142857142857;0.5477707006369427;0.6240815039490523;0.8928887103254319;0.2922010023750414;0.37567925783244255;0.12903225806451626;6
0.37499999999999994;0.5432098765432097;0.5208333333333333;0.046296296296296294;0.6071428571428572;0.15286624203821655;0.47505510945843704;0.4429087987143449;0.6233255153071808;0.4410147809337369;0.24193548387096778;6
0.8249999999999997;0.49382716049382713;0.6458333333333333;0.2916666666666667;0.6250000000000001;0.35668789808917195;0.3377939566381335;0.5136199276818019;0.5791755802495622;0.35934537705711894;0.3387096774193548;6
0.6;0.3703703703703704;0.4791666666666666;0.36574074074074076;0.7678571428571428;0.5732484076433121;0.6868294595240482;0.5457613499397408;0.5019131938987298;0.29400985395582463;0.3064516129032259;6
0.6;0.3703703703703704;0.4791666666666666;0.36574074074074076;0.7678571428571428;0.5732484076433121;0.6868294595240482;0.5457613499397408;0.5019131938987298;0.29400985395582463;0.3064516129032259;6
0.8249999999999997;0.49382716049382713;0.6458333333333333;0.2916666666666667;0.6250000000000001;0.35668789808917195;0.3377939566381335;0.5136199276818019;0.5791755802495622;0.35934537705711894;0.3387096774193548;6
0.35000000000000003;0.5925925925925926;0.1458333333333333;0.2962962962962963;0.5357142857142857;0.35668789808917195;0.490742098352186;0.5007633587786292;0.4908757101343253;0.40834701938308965;0.25806451612903225;6
0.5499999999999999;0.4691358024691358;0.5624999999999999;0.9305555555555554;0.5357142857142857;0.5477707006369427;0.6240815039490523;0.8928887103254319;0.2922010023750414;0.37567925783244255;0.12903225806451626;6
0.37499999999999994;0.5432098765432097;0.5208333333333333;0.046296296296296294;0.6071428571428572;0.15286624203821655;0.47505510945843704;0.4429087987143449;0.6233255153071808;0.4410147809337369;0.24193548387096778;6
0.8249999999999997;0.34567901234567905;0.7083333333333333;0.041666666666666664;0.5178571428571428;0.33121019108280253;0.4632898677881253;0.43005222981117225;0.535025645191944;0.37567925783244255;0.48387096774193555;6
