fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
0.28571428571428575;0.6304347826086956;0.0;0.29166666666666663;0.44871794871794873;0.24390243902439024;0.2413793103448276;0.6363636363636322;0.7241379310344825;0.353846153846154;0.14285714285714307;5
0.3333333333333333;0.8260869565217391;0.0;0.5833333333333333;0.730769230769231;0.5853658536585366;0.5258620689655172;0.5353535353535314;0.36781609195402326;0.5384615384615385;0.22448979591836762;5
0.3333333333333333;0.6956521739130435;0.05333333333333334;0.4583333333333332;0.653846153846154;0.34146341463414637;0.41379310344827586;0.5555555555555494;0.4367816091954021;0.4923076923076924;0.22448979591836762;5
0.738095238095238;0.1739130434782609;0.7466666666666667;0.29166666666666663;0.4358974358974359;0.3902439024390244;0.46551724137931033;0.6565656565656502;0.3218390804597704;0.3846153846153846;0.22448979591836762;6
0.28571428571428575;0.6304347826086956;0.0;0.29166666666666663;0.44871794871794873;0.24390243902439024;0.2413793103448276;0.6363636363636322;0.7241379310344825;0.353846153846154;0.14285714285714307;5
0.28571428571428575;0.5869565217391305;0.0;0.25;0.4358974358974359;0.2926829268292683;0.29310344827586204;0.6363636363636322;0.7241379310344825;0.353846153846154;0.14285714285714307;5
0.3452380952380953;0.5217391304347826;0.08;0.16666666666666669;0.3589743589743591;0.34146341463414637;0.45689655172413796;0.4949494949494843;0.482758620689655;0.20000000000000004;0.14285714285714307;5
0.2738095238095238;0.5760869565217391;0.0;0.0;0.30769230769230776;0.34146341463414637;0.12931034482758622;0.31313131313131165;0.5862068965517243;0.21538461538461534;0.2653061224489797;7
0.3333333333333333;0.49999999999999994;0.02666666666666667;0.3333333333333333;0.41025641025641024;0.1951219512195122;0.10344827586206896;0.5353535353535314;0.5517241379310344;0.3692307692307692;0.1632653061224491;7
0.20238095238095238;0.49999999999999994;0.10666666666666667;0.25;0.7179487179487181;0.34146341463414637;0.5086206896551724;0.4444444444444395;0.45977011494252856;0.32307692307692315;0.1020408163265306;5
0.07142857142857138;0.5380434782608695;0.0;0.16666666666666669;0.6153846153846154;0.36585365853658536;0.45689655172413796;0.28282828282827355;0.8045977011494254;0.2923076923076923;0.24489795918367366;5
0.41666666666666663;0.1739130434782609;0.7466666666666667;0.25;0.653846153846154;0.8292682926829268;0.8362068965517241;0.5454545454545403;0.482758620689655;0.6461538461538462;0.36734693877551033;7
0.4642857142857143;0.10869565217391304;0.64;0.25;0.46153846153846156;0.6829268292682927;0.46551724137931033;0.5353535353535314;0.5862068965517243;0.30769230769230776;0.14285714285714307;6
0.3095238095238095;0.29347826086956524;0.41333333333333333;0.4583333333333332;0.5256410256410258;0.5365853658536586;0.5603448275862069;0.6767676767676681;0.7356321839080461;0.4923076923076924;0.2040816326530612;5
0.3452380952380953;0.33695652173913043;0.27999999999999997;0.16666666666666669;0.8333333333333335;0.21951219512195122;0.2672413793103448;0.5151515151515135;0.3333333333333333;0.8923076923076926;0.1632653061224491;5
0.41666666666666663;0.4021739130434782;0.14666666666666667;0.4583333333333332;0.5512820512820514;0.1951219512195122;0.5258620689655172;0.5353535353535314;0.3333333333333333;0.30769230769230776;0.14285714285714307;5
0.22619047619047622;0.30434782608695654;0.18666666666666668;0.4999999999999999;0.5641025641025642;0.4878048780487805;0.29310344827586204;0.5353535353535314;0.6321839080459772;0.46153846153846156;0.2040816326530612;6
0.15476190476190474;0.29347826086956524;0.21333333333333335;0.0833333333333333;0.5000000000000001;0.24390243902439024;0.14655172413793102;0.4040404040404036;0.528735632183908;0.353846153846154;0.12244897959183701;5
0.3095238095238095;0.3152173913043478;0.32;0.25;0.5000000000000001;0.07317073170731707;0.04310344827586207;0.47474747474746637;0.45977011494252856;0.39999999999999997;0.1632653061224491;5
0.3452380952380953;0.33695652173913043;0.27999999999999997;0.16666666666666669;0.8333333333333335;0.21951219512195122;0.2672413793103448;0.5151515151515135;0.3333333333333333;0.8923076923076926;0.1632653061224491;5
0.24999999999999994;0.6413043478260869;0.0;0.29166666666666663;0.5000000000000001;0.3170731707317073;0.25;0.5757575757575673;0.6781609195402302;0.33846153846153854;0.14285714285714307;5
0.3333333333333333;0.5706521739130435;0.0;0.3333333333333333;0.5256410256410258;0.17073170731707318;0.08620689655172414;0.4949494949494843;0.5747126436781609;0.39999999999999997;0.22448979591836762;6
0.20238095238095238;0.6032608695652174;0.09333333333333334;0.4999999999999999;0.6153846153846154;0.3902439024390244;0.6551724137931034;0.4343434343434305;0.5402298850574714;0.32307692307692315;0.28571428571428575;5
0.22619047619047622;0.6141304347826088;0.0;0.5416666666666666;0.8205128205128207;0.5121951219512195;0.2672413793103448;0.5151515151515135;0.6666666666666666;0.3692307692307692;0.38775510204081637;6
0.3928571428571429;0.5815217391304348;0.16;0.4583333333333332;0.5384615384615385;0.34146341463414637;0.9224137931034483;0.5151515151515135;0.3333333333333333;0.5076923076923078;0.22448979591836762;5
0.02380952380952383;0.21739130434782608;0.3333333333333333;0.25;0.7948717948717949;0.2926829268292683;0.3793103448275862;0.42424242424242153;0.5747126436781609;0.33846153846153854;0.1020408163265306;5
0.3333333333333333;0.5217391304347826;0.18666666666666668;0.4999999999999999;0.5769230769230769;0.04878048780487805;0.07758620689655173;0.6060606060606054;0.6206896551724138;0.4153846153846154;0.4285714285714288;6
0.369047619047619;0.2826086956521739;0.37333333333333335;0.375;0.3205128205128206;0.2926829268292683;0.20689655172413793;0.5353535353535314;0.4022988505747127;0.6153846153846154;0.2040816326530612;7
0.45238095238095244;0.5326086956521738;0.39999999999999997;0.6666666666666665;0.6025641025641025;0.3902439024390244;0.3448275862068966;0.6161616161616144;0.4367816091954021;0.27692307692307694;0.12244897959183701;4
0.21428571428571425;0.5978260869565217;0.02666666666666667;0.25;0.11538461538461542;0.0975609756097561;0.04310344827586207;0.47474747474746637;0.6896551724137931;0.2923076923076923;0.1632653061224491;5
0.32142857142857145;0.8858695652173914;0.5733333333333334;0.4166666666666667;0.9358974358974362;0.5121951219512195;0.9310344827586207;0.5555555555555494;0.42528735632183917;0.6153846153846154;0.1020408163265306;5
0.44047619047619035;0.18478260869565216;0.6933333333333334;0.16666666666666669;0.9230769230769234;0.2682926829268293;0.2672413793103448;0.5454545454545403;0.42528735632183917;0.3846153846153846;0.1632653061224491;5
0.1666666666666667;0.30434782608695654;0.3066666666666667;0.16666666666666669;0.3205128205128206;0.0975609756097561;0.05172413793103448;0.4343434343434305;0.528735632183908;0.353846153846154;0.1020408163265306;5
0.07142857142857138;0.20652173913043478;0.49333333333333335;0.0833333333333333;0.4230769230769231;0.2682926829268293;0.7758620689655172;0.39393939393938343;0.5057471264367814;0.3846153846153846;0.1020408163265306;5
0.45238095238095244;0.5869565217391305;0.3466666666666667;0.20833333333333331;0.4230769230769231;0.07317073170731707;0.14655172413793102;0.5656565656565583;0.3103448275862069;0.6307692307692309;0.1020408163265306;5
