fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type
0.3130966228183603,0.6137568571283415,0.0,0.3636363636363635,0.4499999999999999,0.2439024390243902,0.2413793103448276,0.5930166442255203,0.7147066501554159,0.3432835820895523,0.1915714001574254,white
0.3578247117924117,0.8042331231336889,0.0,0.6181818181818182,0.7250000000000001,0.5853658536585366,0.5258620689655172,0.5047086548909677,0.3800486430629756,0.5223880597014926,0.2681999602203956,red
0.3578247117924117,0.6772489457967907,0.0467628957135061,0.5090909090909089,0.65,0.3414634146341463,0.4137931034482758,0.5223702527578763,0.4448211605647379,0.4776119402985075,0.2681999602203956,red
0.7380134680718491,0.1693122364491977,0.6546805399890859,0.3636363636363635,0.4374999999999999,0.3902439024390244,0.4655172413793103,0.6106782420924287,0.3368669647284671,0.3731343283582089,0.2681999602203956,red
0.3130966228183603,0.6137568571283415,0.0,0.3636363636363635,0.4499999999999999,0.2439024390243902,0.2413793103448276,0.5930166442255203,0.7147066501554159,0.3432835820895523,0.1915714001574254,red
0.3130966228183603,0.5714287980160422,0.0,0.3272727272727272,0.4374999999999999,0.2926829268292683,0.293103448275862,0.5930166442255203,0.7147066501554159,0.3432835820895523,0.1915714001574254,red
0.3690067340359246,0.5079367093475929,0.0701443435702592,0.2545454545454545,0.3625,0.3414634146341463,0.4568965517241379,0.4693854591571408,0.4880028388992464,0.1940298507462687,0.1915714001574254,red
0.3019146005748474,0.5608467832379673,0.0,0.109090909090909,0.3124999999999999,0.3414634146341463,0.1293103448275862,0.3104310783549542,0.5851616151518909,0.2089552238805969,0.3065142402518805,red
0.3578247117924117,0.4867726797914432,0.023381447856753,0.3999999999999999,0.4124999999999998,0.1951219512195122,0.1034482758620689,0.5047086548909677,0.5527753564010093,0.3582089552238805,0.2107285401731678,red
0.3242786450618731,0.4021165615668444,0.4208660614215552,1.0,0.3874999999999998,0.3902439024390244,0.8275862068965517,0.5930166442255203,0.5419799368173823,0.701492537313433,0.4022999403305932,red
0.2348224671137702,0.4867726797914432,0.0935257914270122,0.3272727272727272,0.7125000000000001,0.3414634146341463,0.5086206896551724,0.4252314644898695,0.4664119997319922,0.3134328358208956,0.1532571201259401,red
0.3242786450618731,0.4021165615668444,0.4208660614215552,1.0,0.3874999999999998,0.3902439024390244,0.8275862068965517,0.5930166442255203,0.5419799368173823,0.701492537313433,0.4022999403305932,red
0.1118202224351286,0.5238097315147053,0.0,0.2545454545454545,0.6124999999999999,0.3658536585365853,0.4568965517241379,0.2839386815545816,0.7902745872408061,0.2835820895522388,0.2873571002361381,red
0.3578247117924117,0.5185187241256678,0.3390309939229194,0.2545454545454545,0.9250000000000004,0.1951219512195122,0.1982758620689655,0.5576934484916933,0.4448211605647379,1.0,0.1340999801101976,red
0.4808269564710533,0.5291007389037428,0.2104330307107776,1.0,1.0,1.0,1.0,0.6636630356931642,0.3368669647284671,0.8208955223880599,0.1532571201259401,red
0.4808269564710533,0.5291007389037428,0.2221237546391541,1.0,1.0,1.0,1.0,0.6636630356931642,0.347662384312094,0.8955223880597017,0.1532571201259401,red
0.4360988674970018,0.1693122364491977,0.6546805399890859,0.3272727272727272,0.65,0.8292682926829268,0.8362068965517241,0.513539453824422,0.4880028388992464,0.6268656716417911,0.4022999403305932,red
0.3913707785229503,0.4656086502352936,0.3273402699945429,0.2909090909090908,1.0,0.3658536585365853,0.4310344827586206,0.5047086548909677,0.2828898668103312,1.0,0.1724142601416829,red
0.3130966228183603,0.4973546945695181,0.0935257914270122,1.0,0.575,0.1219512195121951,0.1982758620689655,0.5576934484916933,0.5743661955682635,0.2537313432835821,0.1149428400944551,red
0.3690067340359246,0.2116402955614971,0.5962269203472033,0.3272727272727272,1.0,0.3902439024390244,0.4310344827586206,0.513539453824422,0.2073219297249415,1.0,0.1532571201259401,red
0.4808269564710533,0.1058201477807485,0.5611547485620736,0.3272727272727272,0.4624999999999999,0.6829268292682927,0.4655172413793103,0.5047086548909677,0.5851616151518909,0.2985074626865672,0.1915714001574254,red
0.335460667305386,0.2857143990080211,0.3624124417796725,0.5090909090909089,0.525,0.5365853658536586,0.5603448275862069,0.6283398399593373,0.7255020697390433,0.4776119402985075,0.2490428202046528,red
0.3690067340359246,0.3280424581203204,0.2455052024959071,0.2545454545454545,0.8250000000000001,0.2195121951219512,0.2672413793103448,0.4870470570240592,0.347662384312094,0.8656716417910449,0.2107285401731678,red
0.4360988674970018,0.3915345467887696,0.1285979632121418,0.5090909090909089,0.55,0.1951219512195122,0.5258620689655172,0.5047086548909677,0.347662384312094,0.2985074626865672,0.1915714001574254,red
0.257186511600796,0.2962964137860959,0.1636701349972714,0.5454545454545454,0.5625000000000001,0.4878048780487805,0.293103448275862,0.5047086548909677,0.6283432934863994,0.4477611940298507,0.2490428202046528,red
0.1900943781397187,0.2857143990080211,0.1870515828540245,0.1818181818181817,0.5,0.2439024390243902,0.146551724137931,0.3899082687560524,0.5311845172337549,0.3432835820895523,0.1724142601416829,red
0.335460667305386,0.3068784285641707,0.2805773742810368,0.3272727272727272,0.5,0.073170731707317,0.043103448275862,0.4517238612902323,0.4664119997319922,0.3880597014925372,0.2107285401731678,red
0.3690067340359246,0.3280424581203204,0.2455052024959071,0.2545454545454545,0.8250000000000001,0.2195121951219512,0.2672413793103448,0.4870470570240592,0.347662384312094,0.8656716417910449,0.2107285401731678,red
0.2795505560878216,0.6243388719064163,0.0,0.3636363636363635,0.5,0.3170731707317073,0.25,0.5400318506247848,0.6715249718209079,0.3283582089552239,0.1915714001574254,red
0.3578247117924117,0.5555557758489299,0.0,0.3999999999999999,0.525,0.1707317073170731,0.0862068965517241,0.4693854591571408,0.5743661955682635,0.3880597014925372,0.2681999602203956,red
0.2348224671137702,0.5873018201831545,0.0818350674986357,0.5454545454545454,0.6124999999999999,0.3902439024390244,0.6551724137931034,0.4164006655564152,0.5419799368173823,0.3134328358208956,0.325671380267623,red
0.257186511600796,0.5978838349612293,0.0,0.5818181818181818,0.8125000000000001,0.5121951219512195,0.2672413793103448,0.4870470570240592,0.6607295522372806,0.3582089552238805,0.4214570803463357,red
0.4137348230099761,0.5661377906270048,0.1402886871405184,0.5090909090909089,0.5375000000000001,0.3414634146341463,0.9224137931034484,0.4870470570240592,0.347662384312094,0.4925373134328359,0.2681999602203956,red
0.257186511600796,0.5132277167366304,0.1402886871405184,1.0,0.4124999999999998,0.951219512195122,0.6637931034482759,0.7254786282273441,0.6499341326536536,0.2835820895522388,0.1915714001574254,red
0.0670921334610772,0.2116402955614971,0.2922680982094133,0.3272727272727272,0.7875000000000001,0.2926829268292683,0.3793103448275862,0.4075698666229609,0.5743661955682635,0.3283582089552239,0.1532571201259401,red
0.3578247117924117,0.5555557758489299,0.0,1.0,0.575,0.0975609756097561,0.1034482758620689,0.6636630356931642,0.5959570347355178,0.3283582089552239,0.2298856801889103,red
0.3578247117924117,0.5079367093475929,0.1636701349972714,0.5454545454545454,0.575,0.048780487804878,0.0775862068965517,0.5665242474251574,0.617547873902772,0.4029850746268656,0.459771360377821,red
0.3913707785229503,0.2751323842299462,0.3273402699945429,0.4363636363636363,0.3249999999999999,0.2926829268292683,0.2068965517241379,0.5047086548909677,0.4124349018138568,0.5970149253731344,0.2490428202046528,red
0.1230022446786415,1.0,0.1052165153553888,0.2181818181818181,1.0,0.1463414634146341,0.1120689655172413,0.2574462847542188,0.7039112305717891,0.2238805970149253,0.2681999602203956,red
0.3019146005748474,0.3492064876764702,0.4208660614215552,1.0,0.4249999999999999,0.2682926829268293,0.6982758620689655,0.5930166442255203,0.5203890976501281,0.746268656716418,0.4022999403305932,red
0.3019146005748474,0.3492064876764702,0.4208660614215552,1.0,0.4249999999999999,0.2682926829268293,0.6982758620689655,0.5930166442255203,0.5203890976501281,0.746268656716418,0.4022999403305932,red
0.4696449342275405,0.5185187241256678,0.3507217178512959,0.6909090909090908,0.6,0.3902439024390244,0.3448275862068966,0.5753550463586117,0.4448211605647379,0.2686567164179104,0.1724142601416829,red
0.3242786450618731,0.3915345467887696,0.2338144785675306,0.6181818181818182,1.0,0.1707317073170731,0.0689655172413793,0.5047086548909677,0.3908440626466025,0.8507462686567167,0.4022999403305932,red
0.3913707785229503,0.5714287980160422,0.2571959264242837,0.4727272727272728,0.3625,0.1951219512195122,0.146551724137931,0.5047086548909677,0.4880028388992464,1.0,0.3639856602991083,red
0.246004489357283,0.582010812794117,0.023381447856753,0.3272727272727272,0.1249999999999998,0.0975609756097561,0.043103448275862,0.4517238612902323,0.6823203914045348,0.2835820895522388,0.2107285401731678,red
0.0,0.4232805911229942,0.1753608589256479,0.4363636363636363,0.1749999999999998,0.1707317073170731,0.5086206896551724,0.2044614911534834,1.0,0.3432835820895523,0.9003855807398993,red
0.3466426895488989,0.8624342044131007,0.5027011289201909,0.4727272727272728,0.9250000000000004,0.5121951219512195,0.9310344827586208,0.5223702527578763,0.434025740981111,0.5970149253731344,0.1532571201259401,red
0.4584629119840274,0.1798942512272725,0.6079176442755798,0.2545454545454545,0.9125000000000002,0.2682926829268293,0.2672413793103448,0.513539453824422,0.434025740981111,0.3731343283582089,0.2107285401731678,red
0.2012764003832316,0.2962964137860959,0.2688866503526603,0.2545454545454545,0.3249999999999999,0.0975609756097561,0.0517241379310344,0.4164006655564152,0.5311845172337549,0.3432835820895523,0.1532571201259401,red
0.1118202224351286,0.2010582807834222,0.4325567853499317,0.1818181818181817,0.4249999999999999,0.2682926829268293,0.7758620689655172,0.3810774698225884,0.5095936780665007,0.3731343283582089,0.1532571201259401,red
0.4696449342275405,0.5714287980160422,0.3039588221377899,0.2909090909090908,0.4249999999999999,0.073170731707317,0.146551724137931,0.5312010516913306,0.3260715451448397,0.6119402985074627,0.1532571201259401,red
0.2236404448702573,0.4232805911229942,0.0467628957135061,0.4727272727272728,0.3625,0.1707317073170731,0.0775862068965517,0.3987390676895067,0.5959570347355178,0.4477611940298507,0.1915714001574254,red
0.2236404448702573,0.4021165615668444,0.0467628957135061,0.4363636363636363,0.35,0.1219512195121951,0.0689655172413793,0.3899082687560524,0.5851616151518909,0.4626865671641791,0.1915714001574254,red
0.4472808897405146,0.2751323842299462,0.4208660614215552,0.7636363636363636,0.5125000000000001,0.7073170731707317,0.9741379310344828,0.5223702527578763,0.3800486430629756,0.3432835820895523,0.1915714001574254,red
0.335460667305386,0.4126985763449193,0.1753608589256479,0.6909090909090908,0.8750000000000002,0.7804878048780488,0.5775862068965517,0.3899082687560524,0.347662384312094,0.4477611940298507,0.3448285202833655,red
0.3466426895488989,0.5291007389037428,0.0467628957135061,1.0,0.55,0.5853658536585366,0.3362068965517241,0.5930166442255203,0.5311845172337549,0.2985074626865672,0.2107285401731678,red
0.6261932456367204,0.3174604433422456,0.6663712639174624,0.909090909090909,0.375,0.073170731707317,0.0344827586206896,0.5312010516913306,0.2073219297249415,0.4477611940298507,0.2298856801889103,red
0.3242786450618731,0.5396827536818176,0.1402886871405184,1.0,0.8875000000000002,1.0,0.896551724137931,0.6371706388927916,0.4448211605647379,0.6567164179104479,0.1915714001574254,red
0.3578247117924117,0.4973546945695181,0.2104330307107776,0.5090909090909089,0.4499999999999999,0.3902439024390244,0.4137931034482758,0.5665242474251574,0.6283432934863994,0.3880597014925372,0.3065142402518805,red
0.3019146005748474,0.2857143990080211,0.3624124417796725,0.5454545454545454,0.4249999999999999,0.1951219512195122,0.3448275862068966,0.4517238612902323,0.6067524543191452,0.3134328358208956,0.1915714001574254,red
0.4696449342275405,0.2962964137860959,0.4676289571350613,0.4727272727272728,0.4875,0.4390243902439024,0.396551724137931,0.6106782420924287,0.6391387130700262,0.4626865671641791,0.1532571201259401,red
0.3466426895488989,0.6031748423502666,0.5728454724904501,0.3272727272727272,0.9375000000000002,0.4634146341463415,0.913793103448276,0.5047086548909677,0.3908440626466025,0.5671641791044776,0.1724142601416829,red
0.3242786450618731,0.4232805911229942,0.1870515828540245,0.3636363636363635,0.5625000000000001,0.2682926829268293,0.25,0.5047086548909677,0.5743661955682635,0.4328358208955224,0.2107285401731678,red
0.2683685338443088,0.6507939088516035,0.0584536196418826,0.3999999999999999,0.5125000000000001,0.2926829268292683,0.4137931034482758,0.4870470570240592,0.5851616151518909,0.3582089552238805,0.2681999602203956,red
0.2907325783313346,0.6402118940735286,0.0584536196418826,1.0,0.575,0.073170731707317,0.043103448275862,0.4517238612902323,0.6067524543191452,0.0895522388059701,0.4789285003935635,red
0.2907325783313346,0.6402118940735286,0.0584536196418826,1.0,0.575,0.073170731707317,0.043103448275862,0.4517238612902323,0.6067524543191452,0.0895522388059701,0.4789285003935635,red
0.3242786450618731,0.4232805911229942,0.1285979632121418,0.2181818181818181,0.4875,0.2439024390243902,0.2844827586206896,0.5047086548909677,0.617547873902772,0.3731343283582089,0.2298856801889103,red
0.2236404448702573,0.6190478645173789,0.0818350674986357,0.2545454545454545,0.4499999999999999,0.1219512195121951,0.0775862068965517,0.4517238612902323,0.6391387130700262,0.3731343283582089,0.4406142203620782,red
0.5255550454451048,0.2116402955614971,0.6663712639174624,0.3999999999999999,0.4249999999999999,0.6341463414634146,0.5086206896551724,0.513539453824422,0.4664119997319922,0.6865671641791046,0.4406142203620782,red
0.3801887562794375,0.6190478645173789,0.0584536196418826,0.3636363636363635,0.4249999999999999,0.1707317073170731,0.1120689655172413,0.4517238612902323,0.5311845172337549,0.925373134328358,0.4022999403305932,red
0.3466426895488989,0.5396827536818176,0.0935257914270122,0.3636363636363635,0.4499999999999999,0.3414634146341463,0.1810344827586207,0.4958778559575135,0.5095936780665007,0.3134328358208956,0.2107285401731678,red
0.3466426895488989,0.582010812794117,0.2688866503526603,0.4363636363636363,0.6,0.3902439024390244,0.7758620689655172,0.4517238612902323,0.5095936780665007,0.2238805970149253,0.2107285401731678,red
0.3466426895488989,0.6031748423502666,0.2571959264242837,0.3636363636363635,0.55,0.4146341463414634,0.7586206896551724,0.442893062356778,0.4987982584828738,0.2238805970149253,0.2107285401731678,red
0.4137348230099761,0.5873018201831545,0.3039588221377899,0.4363636363636363,0.55,0.2439024390243902,0.3189655172413793,0.5753550463586117,0.4987982584828738,0.2985074626865672,0.1532571201259401,red
0.5702831344191561,0.2116402955614971,0.6312990921323328,0.5818181818181818,0.675,0.6585365853658537,0.6637931034482759,0.6460014378262459,0.4664119997319922,0.7313432835820896,0.2298856801889103,red
0.4696449342275405,0.3068784285641707,0.7482063314160982,0.4727272727272728,0.6625000000000001,0.1951219512195122,0.3103448275862069,0.6636630356931642,0.7470929089062975,0.4925373134328359,0.4022999403305932,red
0.4696449342275405,0.3068784285641707,0.7482063314160982,0.4727272727272728,0.6625000000000001,0.1951219512195122,0.3103448275862069,0.6636630356931642,0.7470929089062975,0.4925373134328359,0.4022999403305932,red
0.246004489357283,0.7037039827419779,0.0,0.5454545454545454,0.8,0.3170731707317073,0.2068965517241379,0.4870470570240592,0.7255020697390433,0.3283582089552239,0.4406142203620782,red
0.2348224671137702,0.6666669310187158,0.1402886871405184,0.3999999999999999,0.575,0.2682926829268293,0.6379310344827587,0.4164006655564152,0.5743661955682635,0.2835820895522388,0.325671380267623,red
0.4137348230099761,0.5343917462927802,0.2338144785675306,0.2181818181818181,0.5,0.6341463414634146,0.9741379310344828,0.5400318506247848,0.3368669647284671,1.0,0.1340999801101976,red
0.1789123558962059,0.3492064876764702,0.2338144785675306,0.2545454545454545,0.3625,0.048780487804878,0.0775862068965517,0.4164006655564152,0.6067524543191452,0.3432835820895523,0.1532571201259401,red
0.3578247117924117,0.3280424581203204,0.8183506749863573,0.3636363636363635,1.0,0.5121951219512195,0.5258620689655172,0.5576934484916933,0.3044807059775855,1.0,0.1915714001574254,red
0.3130966228183603,0.4021165615668444,0.549464024633697,0.3999999999999999,0.575,0.4878048780487805,0.5775862068965517,0.5223702527578763,0.5527753564010093,0.3582089552238805,0.1340999801101976,red
0.3019146005748474,0.582010812794117,0.3039588221377899,0.3272727272727272,1.0,0.3658536585365853,0.3879310344827586,0.513539453824422,0.3368669647284671,1.0,0.1915714001574254,red
0.1900943781397187,0.1904762660053473,0.5611547485620736,0.3272727272727272,0.3625,0.4146341463414634,0.4741379310344827,0.4252314644898695,0.6391387130700262,0.6716417910447762,0.3639856602991083,red
0.257186511600796,0.4550266354572188,0.1753608589256479,0.4727272727272728,0.4499999999999999,0.4390243902439024,0.293103448275862,0.442893062356778,0.6067524543191452,0.3880597014925372,0.325671380267623,red
